user_id,event_date,event_type,channel,region
167,2024-04-12,signup,Ads,APAC
168,2024-01-28,signup,Ads,NA
169,2024-02-12,signup,Organic,APAC
170,2024-02-09,signup,Ads,EU
171,2024-02-14,signup,Email,APAC
172,2024-02-05,signup,Ads,LATAM
173,2024-01-20,signup,Ads,APAC
174,2024-02-01,signup,Ads,APAC
175,2024-02-10,signup,Referral,LATAM
176,2024-03-06,signup,Organic,NA
177,2024-02-13,signup,Referral,LATAM
178,2024-01-21,signup,Organic,LATAM
179,2024-02-03,signup,Email,NA
180,2024-01-28,signup,Ads,EU
181,2024-03-12,signup,Organic,LATAM
182,2024-01-28,signup,Organic,LATAM
183,2024-02-14,signup,Ads,NA
184,2024-01-25,signup,Ads,LATAM
185,2024-02-21,signup,Ads,NA
186,2024-03-19,signup,Ads,NA
187,2024-02-10,signup,Ads,LATAM
188,2024-03-17,signup,Ads,APAC
189,2024-02-13,signup,Email,NA
190,2024-02-20,signup,Organic,LATAM
191,2024-04-03,signup,Ads,LATAM
192,2024-03-15,signup,Ads,APAC
193,2024-03-02,signup,Organic,NA
194,2024-02-26,signup,Organic,LATAM
195,2024-03-06,signup,Ads,APAC
196,2024-02-28,signup,Ads,EU
197,2024-03-06,signup,Ads,APAC
198,2024-01-19,signup,Organic,APAC
199,2024-02-10,signup,Referral,LATAM
200,2024-02-21,signup,Referral,LATAM
201,2024-01-25,signup,Organic,LATAM
202,2024-01-16,signup,Organic,NA
203,2024-02-03,signup,Organic,NA
204,2024-01-26,signup,Ads,NA
205,2024-02-17,signup,Ads,EU
206,2024-02-01,signup,Organic,LATAM
207,2024-02-20,signup,Organic,EU
208,2024-02-07,signup,Email,NA
209,2024-02-17,signup,Referral,EU
210,2024-02-18,signup,Ads,LATAM
211,2024-02-27,signup,Organic,APAC
212,2024-03-01,signup,Organic,APAC
213,2024-01-18,signup,Ads,LATAM
214,2024-03-03,signup,Ads,NA
215,2024-01-28,signup,Ads,APAC
216,2024-03-18,signup,Organic,EU
217,2024-02-19,signup,Referral,LATAM
218,2024-02-02,signup,Ads,EU
219,2024-01-25,signup,Ads,LATAM
220,2024-03-24,signup,Organic,NA
221,2024-02-05,signup,Referral,NA
222,2024-01-16,signup,Ads,LATAM
223,2024-01-26,signup,Organic,EU
224,2024-02-12,signup,Organic,LATAM
225,2024-03-04,signup,Ads,NA
226,2024-03-01,signup,Organic,NA
227,2024-04-06,signup,Organic,EU
228,2024-01-29,signup,Ads,NA
229,2024-03-12,signup,Organic,EU
230,2024-03-05,signup,Referral,EU
231,2024-01-13,signup,Referral,NA
232,2024-02-14,signup,Ads,LATAM
233,2024-01-18,signup,Organic,APAC
234,2024-02-29,signup,Referral,NA
235,2024-02-28,signup,Ads,EU
236,2024-03-07,signup,Ads,APAC
237,2024-02-20,signup,Organic,LATAM
238,2024-03-14,signup,Ads,APAC
239,2024-02-11,signup,Organic,LATAM
240,2024-03-06,signup,Ads,LATAM
241,2024-02-19,signup,Ads,NA
242,2024-03-12,signup,Ads,APAC
243,2024-03-31,signup,Organic,APAC
244,2024-02-17,signup,Organic,LATAM
245,2024-03-15,signup,Organic,NA
246,2024-01-28,signup,Referral,APAC
247,2024-02-05,signup,Ads,EU
248,2024-02-07,signup,Ads,APAC
249,2024-01-27,signup,Ads,EU
250,2024-03-02,signup,Referral,LATAM
251,2024-02-21,signup,Organic,APAC
252,2024-03-04,signup,Organic,APAC
253,2024-01-27,signup,Organic,LATAM
254,2024-01-16,signup,Organic,LATAM
255,2024-02-04,signup,Ads,EU
256,2024-01-17,signup,Ads,APAC
257,2024-01-16,signup,Ads,NA
258,2024-03-06,signup,Ads,APAC
259,2024-02-05,signup,Organic,NA
260,2024-02-27,signup,Ads,LATAM
261,2024-02-20,signup,Ads,EU
262,2024-05-07,signup,Ads,NA
263,2024-02-26,signup,Ads,LATAM
264,2024-02-26,signup,Referral,EU
265,2024-01-19,signup,Organic,EU
266,2024-02-02,signup,Organic,EU
267,2024-02-13,signup,Organic,LATAM
268,2024-02-10,signup,Referral,EU
269,2024-01-23,signup,Ads,APAC
270,2024-02-02,signup,Ads,LATAM
271,2024-02-13,signup,Ads,APAC
272,2024-02-23,signup,Ads,LATAM
273,2024-03-22,signup,Ads,LATAM
274,2024-02-23,signup,Organic,APAC
275,2024-02-23,signup,Ads,APAC
276,2024-02-13,signup,Organic,LATAM
277,2024-02-01,signup,Ads,LATAM
278,2024-01-27,signup,Ads,APAC
279,2024-02-23,signup,Referral,EU
280,2024-05-27,signup,Organic,APAC
281,2024-02-06,signup,Organic,NA
282,2024-01-22,signup,Ads,NA
283,2024-02-03,signup,Referral,LATAM
284,2024-02-16,signup,Ads,NA
285,2024-02-07,signup,Organic,APAC
286,2024-02-10,signup,Ads,EU
287,2024-03-25,signup,Email,LATAM
288,2024-03-16,signup,Ads,NA
289,2024-02-17,signup,Organic,EU
290,2024-01-31,signup,Referral,APAC
291,2024-04-04,signup,Organic,EU
292,2024-02-21,signup,Referral,LATAM
293,2024-03-04,signup,Ads,EU
294,2024-02-08,signup,Referral,APAC
295,2024-02-27,signup,Ads,APAC
296,2024-02-04,signup,Referral,APAC
297,2024-01-20,signup,Ads,LATAM
298,2024-04-11,signup,Organic,EU
299,2024-02-17,signup,Organic,EU
300,2024-02-25,signup,Organic,APAC
301,2024-01-30,signup,Ads,NA
302,2024-02-19,signup,Organic,NA
303,2024-03-23,signup,Referral,NA
304,2024-03-05,signup,Ads,APAC
305,2024-02-16,signup,Ads,NA
306,2024-02-09,signup,Ads,EU
307,2024-01-12,signup,Referral,APAC
308,2024-01-29,signup,Ads,APAC
309,2024-02-03,signup,Ads,LATAM
310,2024-02-03,signup,Referral,NA
311,2024-03-09,signup,Ads,NA
312,2024-02-03,signup,Organic,LATAM
313,2024-02-02,signup,Organic,LATAM
314,2024-02-15,signup,Organic,NA
315,2024-01-22,signup,Ads,LATAM
316,2024-03-05,signup,Ads,EU
317,2024-02-07,signup,Organic,LATAM
318,2024-02-16,signup,Referral,LATAM
319,2024-02-23,signup,Referral,APAC
320,2024-02-06,signup,Ads,LATAM
321,2024-04-10,signup,Organic,APAC
322,2024-03-19,signup,Ads,APAC
323,2024-03-07,signup,Email,LATAM
324,2024-03-07,signup,Organic,APAC
325,2024-03-09,signup,Ads,APAC
326,2024-02-29,signup,Organic,NA
327,2024-04-02,signup,Referral,NA
328,2024-04-14,signup,Organic,LATAM
329,2024-03-08,signup,Ads,EU
330,2024-03-07,signup,Ads,EU
331,2024-02-21,signup,Organic,APAC
332,2024-02-27,signup,Referral,APAC
333,2024-01-24,signup,Ads,NA
334,2024-01-28,signup,Ads,APAC
335,2024-02-16,signup,Ads,NA
336,2024-02-10,signup,Ads,LATAM
337,2024-03-04,signup,Email,APAC
338,2024-02-22,signup,Ads,APAC
339,2024-01-22,signup,Email,EU
340,2024-03-29,signup,Ads,LATAM
341,2024-02-16,signup,Organic,APAC
342,2024-03-07,signup,Organic,APAC
343,2024-01-18,signup,Referral,EU
344,2024-02-26,signup,Ads,NA
345,2024-03-18,signup,Ads,LATAM
346,2024-01-28,signup,Ads,LATAM
347,2024-02-03,signup,Organic,LATAM
348,2024-03-14,signup,Ads,NA
349,2024-02-09,signup,Ads,APAC
350,2024-02-05,signup,Organic,APAC
351,2024-03-30,signup,Referral,APAC
352,2024-02-27,signup,Referral,APAC
353,2024-03-06,signup,Ads,LATAM
354,2024-02-11,signup,Organic,NA
355,2024-01-30,signup,Organic,APAC
356,2024-03-12,signup,Email,EU
357,2024-03-10,signup,Organic,LATAM
358,2024-02-04,signup,Ads,NA
359,2024-02-13,signup,Ads,LATAM
360,2024-02-02,signup,Organic,NA
361,2024-01-28,signup,Email,EU
362,2024-02-01,signup,Ads,EU
363,2024-04-14,signup,Referral,APAC
364,2024-01-30,signup,Organic,LATAM
365,2024-04-17,signup,Email,NA
366,2024-02-06,signup,Ads,APAC
367,2024-02-08,signup,Ads,EU
368,2024-03-06,signup,Ads,APAC
369,2024-02-25,signup,Ads,EU
370,2024-03-01,signup,Email,EU
371,2024-02-13,signup,Ads,NA
372,2024-03-08,signup,Ads,LATAM
373,2024-03-06,signup,Referral,APAC
374,2024-01-30,signup,Organic,APAC
375,2024-02-12,signup,Ads,EU
376,2024-01-24,signup,Organic,NA
377,2024-01-20,signup,Ads,EU
378,2024-02-17,signup,Ads,EU
379,2024-01-28,signup,Ads,EU
380,2024-02-24,signup,Ads,LATAM
381,2024-02-17,signup,Ads,NA
382,2024-01-22,signup,Organic,LATAM
383,2024-03-18,signup,Organic,EU
384,2024-01-26,signup,Organic,NA
385,2024-01-31,signup,Organic,LATAM
386,2024-02-27,signup,Ads,NA
387,2024-02-16,signup,Referral,APAC
388,2024-02-10,signup,Ads,LATAM
389,2024-04-06,signup,Ads,NA
390,2024-02-11,signup,Ads,LATAM
391,2024-01-29,signup,Referral,LATAM
392,2024-01-22,signup,Referral,NA
393,2024-03-10,signup,Ads,NA
394,2024-02-11,signup,Organic,NA
395,2024-02-11,signup,Organic,LATAM
396,2024-02-07,signup,Ads,LATAM
397,2024-02-18,signup,Organic,NA
398,2024-02-01,signup,Ads,LATAM
399,2024-01-30,signup,Ads,APAC
400,2024-02-08,signup,Referral,EU
401,2024-02-06,signup,Organic,EU
402,2024-02-10,signup,Referral,EU
403,2024-02-19,signup,Ads,NA
404,2024-02-09,signup,Organic,NA
405,2024-03-21,signup,Referral,APAC
406,2024-02-12,signup,Email,APAC
407,2024-02-20,signup,Ads,NA
408,2024-03-04,signup,Organic,NA
409,2024-02-12,signup,Organic,EU
410,2024-02-24,signup,Ads,APAC
411,2024-02-29,signup,Referral,LATAM
412,2024-02-15,signup,Organic,LATAM
413,2024-02-28,signup,Ads,EU
414,2024-02-11,signup,Ads,NA
415,2024-02-06,signup,Email,APAC
416,2024-05-23,signup,Organic,LATAM
417,2024-01-14,signup,Ads,APAC
418,2024-02-22,signup,Organic,NA
419,2024-01-11,signup,Organic,NA
420,2024-02-21,signup,Referral,NA
421,2024-03-25,signup,Organic,LATAM
422,2024-03-09,signup,Organic,NA
423,2024-02-14,signup,Organic,EU
424,2024-02-09,signup,Ads,EU
425,2024-02-27,signup,Ads,NA
426,2024-02-17,signup,Organic,EU
427,2024-02-19,signup,Ads,APAC
428,2024-01-27,signup,Ads,EU
429,2024-03-04,signup,Referral,NA
430,2024-03-13,signup,Referral,APAC
431,2024-01-24,signup,Ads,NA
432,2024-03-03,signup,Organic,APAC
433,2024-03-05,signup,Organic,NA
434,2024-02-02,signup,Organic,APAC
435,2024-01-23,signup,Organic,NA
436,2024-02-11,signup,Ads,APAC
437,2024-02-12,signup,Organic,LATAM
438,2024-02-10,signup,Ads,APAC
439,2024-01-29,signup,Ads,LATAM
440,2024-02-14,signup,Ads,LATAM
441,2024-03-09,signup,Ads,EU
442,2024-02-16,signup,Ads,EU
443,2024-01-27,signup,Organic,LATAM
444,2024-01-25,signup,Ads,APAC
445,2024-02-16,signup,Email,APAC
446,2024-03-25,signup,Organic,LATAM
447,2024-01-19,signup,Ads,NA
448,2024-01-18,signup,Ads,EU
449,2024-01-30,signup,Ads,NA
450,2024-01-19,signup,Referral,LATAM
451,2024-01-15,signup,Ads,APAC
452,2024-02-26,signup,Referral,APAC
453,2024-01-31,signup,Ads,LATAM
454,2024-01-26,signup,Ads,LATAM
455,2024-03-17,signup,Organic,NA
456,2024-02-02,signup,Referral,NA
457,2024-02-10,signup,Organic,EU
458,2024-02-23,signup,Email,APAC
459,2024-04-15,signup,Referral,LATAM
460,2024-02-26,signup,Ads,APAC
461,2024-02-15,signup,Referral,EU
462,2024-01-25,signup,Organic,LATAM
463,2024-02-18,signup,Referral,APAC
464,2024-01-19,signup,Ads,LATAM
465,2024-02-03,signup,Ads,APAC
466,2024-02-22,signup,Ads,EU
467,2024-03-17,signup,Ads,NA
468,2024-03-24,signup,Organic,LATAM
469,2024-01-19,signup,Ads,APAC
470,2024-02-18,signup,Ads,APAC
471,2024-01-26,signup,Organic,NA
472,2024-04-02,signup,Organic,LATAM
473,2024-02-19,signup,Organic,APAC
474,2024-02-29,signup,Organic,LATAM
475,2024-02-23,signup,Email,NA
476,2024-01-28,signup,Organic,EU
477,2024-03-20,signup,Organic,LATAM
478,2024-02-28,signup,Ads,EU
479,2024-03-12,signup,Organic,EU
480,2024-02-29,signup,Ads,APAC
481,2024-02-02,signup,Organic,NA
482,2024-01-11,signup,Ads,EU
483,2024-02-28,signup,Ads,APAC
484,2024-03-18,signup,Ads,NA
485,2024-02-19,signup,Organic,EU
486,2024-03-02,signup,Ads,APAC
487,2024-04-06,signup,Organic,EU
488,2024-01-30,signup,Email,APAC
489,2024-03-15,signup,Ads,LATAM
490,2024-02-27,signup,Ads,APAC
491,2024-03-23,signup,Referral,NA
492,2024-04-08,signup,Ads,EU
493,2024-01-11,signup,Ads,NA
494,2024-03-31,signup,Ads,EU
495,2024-02-12,signup,Organic,APAC
496,2024-02-02,signup,Referral,NA
497,2024-02-16,signup,Organic,EU
498,2024-02-18,signup,Ads,LATAM
499,2024-02-04,signup,Referral,NA
500,2024-02-04,signup,Ads,EU
501,2024-02-14,signup,Ads,APAC
502,2024-01-22,signup,Ads,EU
503,2024-02-23,signup,Ads,APAC
504,2024-02-06,signup,Organic,NA
505,2024-03-15,signup,Ads,LATAM
506,2024-03-05,signup,Organic,APAC
507,2024-02-08,signup,Referral,NA
508,2024-02-23,signup,Ads,EU
509,2024-02-13,signup,Organic,EU
510,2024-02-24,signup,Ads,NA
511,2024-02-02,signup,Email,LATAM
512,2024-02-18,signup,Organic,EU
513,2024-03-18,signup,Ads,LATAM
514,2024-02-19,signup,Ads,EU
515,2024-02-08,signup,Ads,NA
516,2024-02-17,signup,Ads,LATAM
517,2024-01-31,signup,Organic,LATAM
518,2024-02-18,signup,Organic,LATAM
519,2024-02-16,signup,Referral,APAC
520,2024-01-30,signup,Referral,LATAM
521,2024-02-11,signup,Ads,LATAM
522,2024-03-01,signup,Ads,APAC
523,2024-02-15,signup,Ads,EU
524,2024-03-15,signup,Organic,NA
525,2024-03-01,signup,Referral,EU
526,2024-02-11,signup,Ads,LATAM
527,2024-01-22,signup,Ads,EU
528,2024-02-15,signup,Ads,LATAM
529,2024-03-03,signup,Organic,LATAM
530,2024-02-21,signup,Organic,NA
531,2024-02-21,signup,Organic,EU
532,2024-02-24,signup,Ads,NA
533,2024-01-17,signup,Ads,LATAM
534,2024-02-02,signup,Organic,EU
535,2024-02-18,signup,Ads,EU
536,2024-02-12,signup,Organic,APAC
537,2024-02-05,signup,Referral,APAC
538,2024-02-16,signup,Referral,NA
539,2024-01-17,signup,Organic,NA
540,2024-02-01,signup,Organic,EU
541,2024-01-31,signup,Referral,NA
542,2024-02-02,signup,Email,NA
543,2024-02-04,signup,Organic,EU
544,2024-02-26,signup,Referral,APAC
545,2024-02-09,signup,Referral,NA
546,2024-01-26,signup,Organic,EU
547,2024-02-16,signup,Organic,LATAM
548,2024-02-09,signup,Ads,EU
549,2024-03-02,signup,Ads,APAC
550,2024-03-13,signup,Referral,APAC
551,2024-02-16,signup,Ads,APAC
552,2024-01-12,signup,Organic,LATAM
553,2024-02-02,signup,Organic,APAC
554,2024-02-17,signup,Ads,APAC
555,2024-02-16,signup,Ads,EU
556,2024-02-20,signup,Referral,EU
557,2024-03-13,signup,Ads,EU
558,2024-02-03,signup,Ads,NA
559,2024-03-09,signup,Ads,NA
560,2024-01-25,signup,Organic,LATAM
561,2024-02-27,signup,Ads,NA
562,2024-03-15,signup,Ads,NA
563,2024-03-05,signup,Ads,EU
564,2024-01-16,signup,Email,NA
565,2024-01-30,signup,Ads,LATAM
566,2024-01-24,signup,Organic,NA
567,2024-02-28,signup,Ads,APAC
568,2024-02-17,signup,Ads,LATAM
569,2024-04-08,signup,Organic,NA
570,2024-03-06,signup,Organic,EU
571,2024-02-08,signup,Organic,NA
572,2024-03-14,signup,Ads,LATAM
573,2024-01-19,signup,Organic,EU
574,2024-02-28,signup,Email,EU
575,2024-03-21,signup,Ads,NA
576,2024-04-19,signup,Ads,APAC
577,2024-01-21,signup,Organic,APAC
578,2024-02-03,signup,Ads,APAC
579,2024-02-25,signup,Ads,APAC
580,2024-03-05,signup,Ads,EU
581,2024-03-28,signup,Organic,EU
582,2024-02-23,signup,Ads,NA
583,2024-02-06,signup,Ads,LATAM
584,2024-02-16,signup,Organic,NA
585,2024-02-03,signup,Referral,EU
586,2024-03-12,signup,Organic,LATAM
587,2024-01-30,signup,Ads,APAC
588,2024-02-28,signup,Organic,NA
589,2024-02-24,signup,Ads,EU
590,2024-01-24,signup,Referral,APAC
591,2024-03-02,signup,Ads,NA
592,2024-02-01,signup,Organic,LATAM
593,2024-03-08,signup,Ads,LATAM
594,2024-02-27,signup,Ads,NA
595,2024-02-18,signup,Referral,APAC
596,2024-02-13,signup,Ads,EU
597,2024-01-23,signup,Ads,EU
598,2024-04-07,signup,Ads,LATAM
599,2024-01-24,signup,Ads,EU
600,2024-02-06,signup,Ads,EU
601,2024-01-25,signup,Referral,APAC
602,2024-01-28,signup,Organic,NA
603,2024-02-17,signup,Organic,LATAM
604,2024-01-31,signup,Organic,APAC
605,2024-02-24,signup,Ads,LATAM
606,2024-02-22,signup,Organic,LATAM
607,2024-02-04,signup,Referral,APAC
608,2024-01-31,signup,Organic,APAC
609,2024-03-08,signup,Referral,APAC
610,2024-01-20,signup,Ads,APAC
611,2024-02-11,signup,Ads,NA
612,2024-01-23,signup,Ads,LATAM
613,2024-02-04,signup,Ads,EU
614,2024-01-13,signup,Ads,APAC
615,2024-01-28,signup,Organic,LATAM
616,2024-02-11,signup,Referral,APAC
617,2024-03-07,signup,Ads,APAC
618,2024-03-07,signup,Referral,LATAM
619,2024-02-19,signup,Ads,LATAM
620,2024-02-02,signup,Organic,EU
621,2024-02-09,signup,Referral,APAC
622,2024-01-22,signup,Referral,EU
623,2024-02-03,signup,Referral,EU
624,2024-02-22,signup,Ads,APAC
625,2024-04-24,signup,Organic,LATAM
626,2024-04-02,signup,Organic,EU
627,2024-02-03,signup,Ads,NA
628,2024-02-02,signup,Ads,APAC
629,2024-02-28,signup,Ads,NA
630,2024-01-12,signup,Referral,APAC
631,2024-01-27,signup,Ads,NA
632,2024-02-27,signup,Ads,NA
633,2024-02-28,signup,Organic,NA
634,2024-02-09,signup,Organic,APAC
635,2024-02-03,signup,Ads,LATAM
636,2024-02-07,signup,Ads,NA
637,2024-02-03,signup,Ads,NA
638,2024-03-06,signup,Ads,APAC
639,2024-01-31,signup,Ads,EU
640,2024-02-28,signup,Organic,APAC
641,2024-02-15,signup,Ads,NA
642,2024-01-26,signup,Ads,APAC
643,2024-05-18,signup,Organic,APAC
644,2024-03-01,signup,Ads,NA
645,2024-02-04,signup,Organic,LATAM
646,2024-03-06,signup,Organic,APAC
647,2024-04-27,signup,Ads,NA
648,2024-02-25,signup,Ads,EU
649,2024-02-28,signup,Organic,LATAM
650,2024-02-23,signup,Referral,EU
651,2024-03-20,signup,Ads,NA
652,2024-02-12,signup,Referral,LATAM
653,2024-03-08,signup,Organic,APAC
654,2024-02-20,signup,Ads,LATAM
655,2024-01-31,signup,Organic,NA
656,2024-03-03,signup,Organic,APAC
657,2024-04-05,signup,Referral,NA
658,2024-03-28,signup,Referral,LATAM
659,2024-01-21,signup,Referral,LATAM
660,2024-02-20,signup,Ads,NA
661,2024-02-16,signup,Organic,LATAM
662,2024-02-19,signup,Referral,APAC
663,2024-02-17,signup,Referral,EU
664,2024-01-17,signup,Ads,APAC
665,2024-03-24,signup,Organic,NA
666,2024-03-01,signup,Ads,EU
667,2024-02-13,signup,Ads,LATAM
668,2024-03-20,signup,Referral,EU
669,2024-01-24,signup,Ads,APAC
670,2024-01-28,signup,Ads,APAC
671,2024-03-01,signup,Referral,APAC
672,2024-02-20,signup,Referral,EU
673,2024-01-26,signup,Referral,EU
674,2024-01-25,signup,Ads,LATAM
675,2024-02-04,signup,Ads,LATAM
676,2024-02-05,signup,Organic,LATAM
677,2024-02-09,signup,Referral,NA
678,2024-04-07,signup,Organic,NA
679,2024-02-23,signup,Organic,APAC
680,2024-02-17,signup,Ads,LATAM
681,2024-01-19,signup,Ads,APAC
682,2024-03-07,signup,Ads,APAC
683,2024-02-21,signup,Ads,APAC
684,2024-02-18,signup,Ads,EU
685,2024-01-19,signup,Organic,EU
686,2024-02-15,signup,Ads,EU
687,2024-03-11,signup,Ads,EU
688,2024-03-15,signup,Referral,NA
689,2024-03-08,signup,Referral,LATAM
690,2024-03-17,signup,Ads,LATAM
691,2024-03-13,signup,Ads,EU
692,2024-02-25,signup,Ads,NA
693,2024-02-22,signup,Organic,NA
694,2024-04-07,signup,Organic,APAC
695,2024-02-18,signup,Ads,EU
696,2024-02-27,signup,Ads,EU
697,2024-03-09,signup,Ads,NA
698,2024-02-22,signup,Ads,APAC
699,2024-01-19,signup,Organic,EU
700,2024-02-26,signup,Ads,APAC
701,2024-02-23,signup,Organic,EU
702,2024-02-15,signup,Organic,EU
703,2024-02-22,signup,Organic,LATAM
704,2024-02-03,signup,Organic,EU
705,2024-01-26,signup,Organic,EU
706,2024-01-20,signup,Ads,LATAM
707,2024-02-19,signup,Ads,EU
